Abaixar a cabeça,” C 8: “O escrivão abaixa a cabeça e escreve” C
Abaixar a cabeça," Amanda   curou,   abraçou   a   irmã   e   depois   deu   uma bronca nela e em Siux, nunca mais queriam que fizesse aquilo   sem   convidar   ela   para   ir   junto,   para   proteger   os dois,   os   três   eram   muito   unidos   e   sempre   aprontavam juntos e deixaram na de fora, por isso estava magoada  7 O   irmão   de   Siux,   Hiux   Gritava   com   o   irmão   estava muito furioso, não admitia uma falha como está, poderia ter matado Alyessa, Siux muito envergonhado, abaixou a cabeça e pedia mil desculpas Ficara sozinho Alyessa, Viviane e Siux"
Cair do cavalo,"negrão  tire  a  bunda  dessa  cadeira  e  vá procurar o chefe ”, caiu do cavalo quando alguém lhe disse que aquele negro esquisito  era  o  diretor regional  do  extinto  DNER ,  hoje,  DNIT, consequentemente, chefe do seu chefe Doutra  feita,  eu  vi  um  eletricista  se  descabelar  para  ligar  umas fluorescentes  em  série  enquanto  um  moleque  amarelo,  desprezível,  o  olhava por baixo, intrigado com sua incompetência e quando lhe esgotou a paciência, ele com jeito se ofereceu: “O senhor deixa, eu tentar?"
Cair do céu,"  7        Faça DOUJINSHI, é LEGAL                     LETRAS LIVRES – Disseminando cultura                                                                                                  Certas incertezas  Eu não sei fazer poesia, mas eu faço  Eu não sei escrever direito, mas escrevo  Eu não sei dizer o que sinto, mas eu digo  Eu não consigo sorrir sempre, mas eu tento  Eu não tenho tudo que queria, mas me contento…  Sempre fui assim não vou mudar Só se for preciso Tenho sonhos e vou realizar E isso eu decido  Eu não sei direito o que falar, mas eu falo  Eu tenho medo de tanta coisa, mas não me rendo  Eu digo a verdade ás vezes, mas não minto  Sei que sou meio estranho mesmo, mas vou indo…  Sempre fui assim não vou mudar Só se for preciso Tenho sonhos e vou realizar E isso eu decido              São Paulo – BRASIL  /7/2  7 LETRAS LIVRES – Disseminando cultura                                                                                              2     Aquele disco da Cássia  Sabe aquela canção que você fez pra mim? Aquela com uns versos bonitos que dizia assim: “Enquanto lá fora a chuva cai Aqui dentro desse apartamento Aumenta mais e mais esse meu Sentimento que não se esvai…”  Tô pensando vou gravar pra eternizar Já cantei pra uns amigos aqui da rua Você nem pode imaginar o meu espanto Depois de cantar ao ver tanto homem chorar  Sabe aquele disco que você me deu? Tava me esperando na estante  de sua sala Quando vi, já sabia que seria meu Você lembra? Aquele disco da Cássia? Hoje ninguém mais faz canções pra mim Hoje eu sei que tive tudo e deixei você partir                São Paulo – BRASIL  /7/2  7 LETRAS LIVRES – Disseminando cultura                                                                                              3   Grohl Song  Eu quero a poesia de um amor indeciso Que diga coisas bonitas só para meus olhos Nunca fale o que sente para meu coração  Eu quero o benefício da dúvida sim Seus olhos me dizem tudo tudo Que meu coração vadio quer ouvir Certezas? Palavras bonitas?  Eu cansei  Pessoas comuns fazem isso… Meus planos dão tão certo por você Ando meio pirado  pois só penso em te ver  Você é assim rebelde e meiga que confusão Me prende mas me solta…Só quando eu pedir  Meus planos dão tão certo com você…  Eu quero o benefício da dúvida sim Seus olhos me dizem tudo Que meu coração vadio quer ouvir Eu quero o benefício da dúvida sim Quando o assunto do dia for nós dois Me prende não solta nem se eu pedir Me prende baby e não deixe eu fugir            São Paulo – BRASIL  /7/2  7 LETRAS LIVRES – Disseminando cultura                                                                                              4      Provas de amor  Vou sair tentarei me distrair vou sumir na noite escura tentarei não pensar em nada meu coração vadio sente a sua falta  Vive se queixando perguntando por você foi estranho acordar sem tê la ao meu lado é duro confessar mas a saudade me sufoca minha tristeza é tanta que nem sei como dizer falta ar faltam palavras palavras que você queria tanto ouvir mas eu não disse não sei se você sabe mas estou arrependido me fez falta o calor do teu abraço  Provas de amor não provam nada…                 São Paulo – BRASIL  /7/2  7 LETRAS LIVRES – Disseminando cultura                                                                                              5 Do fim do mundo  Bombas caem do céu Tenho pó sobre os meus olhos Sinto dor e muito frio Estou tão longe de casa  Minha querida meu grande amor Estou mandando notícias minhas Vejo soldados inimigos ao meu redor Posso vê los depois desta trincheira Conheço o pavor naqueles olhos Pois é o mesmo pavor que sinto  Bombas caem do céu Tenho pó sobre os meus olhos Sinto dor e muito frio Estou tão longe de casa  Tantos jovens reunidos no mesmo lugar Mas aqui não há nenhuma festa Sabe o que faço quando sinto o cheiro da morte? Fico esperto pra não cair lembro do seu perfume Espere por mim amor logo voltarei Correndo para nossa casa para beijar seus doces lábios Só estou vivo graças a saudade que sinto de você É esta vontade de revê la de sentir o calor do seu corpo Então seja forte assim como eu tive que aprender a ser  Sinto dor e muito frio Estou tão longe de casa Bombas caem do céu Tenho pó sobre os meus olhos Sinto dor e muito frio Estou tão longe de casa Estou tão longe de você Reze por mim acredite em nós Sempre seu…      São Paulo – BRASIL  /7/2  7 LETRAS LIVRES – Disseminando cultura                                                                                                Depp End  Hoje andando pela praia lembrei de você Lembrei de coisas que não consigo esquecer Sempre que venho aqui fico olhando o mar Ouço histórias sobre ele contadas pelo vento Tento esquecer você eu juro que tento Mas tudo começou aqui me lembra o vento Todos os dias volto para nossa casa Lembra da cerca que vivia quebrada? Você sempre me cobrava e eu sempre te enrolava Não está mais quebrada e até pintei de azul Cor que você tanto gostava não está mais desbotada Toda manhã vou até a rua ver a correspondência E ao pé da velha cerca pego o jornal e o leite também Mas é só fechar a porta e tudo muda fica estranho Parece até que estou num filme onde sou apenas figurante Neste romance a personagem principal é sempre você  Quando cai a tarde o gato corre para a varanda Fica ali plantado espera te ver para pular em você Ele também sente muita falta de seus carinhos Tenho medo que um dia esta saudade vire solidão Tenho medo não quero virar um sem vida sem graça Mas sabe o que é pior de toda esta saudade? É quando cai a noite e percebemos que você não voltou É engraçado você sempre dizia que eu era bonito e tão forte E com toda minha força não fui capaz de segurá la E de meus braços tão fortes Deus a tirou… Já é tarde meu amigo vento me toca de leve sinto frio O sol começa a se pôr acena e me diz boa noite Hora de voltar para casa de volta para o velho filme Meus Deus tudo o que eu mais queria ao chegar Era te encontrar linda doce e tão perfumada Com aquele seu sorriso mais bonito me dizendo: “Seu maluquinho, isso não se faz você demorou tanto Agora terá que me pagar compensar sua ausência Com muitos abraços de carinho e um milhão de beijos ”    São Paulo – BRASIL  /7/2  7 LETRAS LIVRES – Disseminando cultura                                                                                              7    Venha me salvar  Marina é uma menina tão desgarrada Pratica jogos de sedução na madrugada Tem crises de identidade… existenciais  Espera por respostas tem dúvidas demais Um dia desses ou uma hora qualquer Tentará desvendar o segredo de ser mulher Acha o mundo tão complicado lê os jornais Notícias do tal mundo globalizado legal demais Criança esperança shows gratuitos no parque A Nasdaq tá em alta mas tem bombas no Iraque Hoje tudo é normal tão natural…  Quem vai me ler? Discutir tudo o que penso? Quem tentará me entender?                São Paulo – BRASIL  /7/2  7 LETRAS LIVRES – Disseminando cultura                                                                                              8    Estrela de romance  Ela espera por alguém Alguém que está perdido Procura por ela em alguma esquina Sonha estrelar um romance Ela espera demais pobre menina  A noite chegou fria e misteriosa A lua toca sua pele de princesa Meia ou cheia ela não se atrasa Só quer dizer não quando diz sim sim “lua vai embora e me deixa lá em casa”  De dia Izabel de noite ela é Michelle Seu corpo tem valor não espera enriquecer Espera um príncipe desencanado só espera por você  Pobre garota só espera um amor Izabel Agora só precisa sorrir Izabel Agora só precisa fingir Izabel, Izabel Agora só pensa em fugir             São Paulo – BRASIL  /7/2  7 LETRAS LIVRES – Disseminando cultura                                                                                              9 Não espere nem se desespere se não receber flores  Não espere nem se desespere se não receber flores… as flores são mais cheirosas quando as recebemos de alguém que queremos bem Mesmo quando as recebemos de alguém que nos quer muito bem mas não queremos tão bem esta outra pessoa não é a mesma coisa  Não espere nem se desespere se não receber flores… quando sorrir não tente mentir quem conhece você sabe a fama que tem seu sorriso Mas quem conhece seu sorriso sabe exatamente quem é você  Não espere nem se desespere se não receber flores… gosto da sua pele adoro o seu sorriso e até esse seu jeito confuso e estranho de encarar as coisas deste mundo sinceramente não consigo te entender mesmo que as vezes pareça que te conheço mais do que você mesma  Não espere nem se desespere se não receber flores… a vida segue e muitas besteiras que fizemos muitas coisas que falamos, que berramos infelizmente não foram escritas em um quadro negro onde podemos apagar o que não diz mais nada       São Paulo – BRASIL  /7/2  7 LETRAS LIVRES – Disseminando cultura                                                                                                Não espere nem se desespere se não receber flores… chore,chore bastante esconda se em seu quarto mas lembre se de abrir a porta e olhe para fora chame por alguém, dê um grito daqueles bem altos e quando alguém responder, se toca o mundo não pára só porque você parou   Não espere nem se desespere se não receber flores… fale diga o que pensa não espere que as outras pessoas adivinhem seus pensamentos fale mesmo sabendo que palavras ferem e abrem brechas mas deixe me lhe dizer uma coisa muito importante: É através das brechas surgidas de uma violência estranha que passam os raios de sol e iluminam a mais tenebrosa escuridão fale mesmo se isso lhe causar alguma dor pare, levante a cabeça inspire e depois expire deixando suas palavras fluírem na mais pura inspiração de sua alma  Não espere nem se desespere se não receber flores…                 São Paulo – BRASIL  /7/2  7   LETRAS LIVRES – Disseminando cultura                                                                                                Rimas e Poesias   Tantas rotas quantas curvas tortas  tantas palavras quantas idéias idiotas quantas notas tantas melodias tantas rimas e nenhuma poesia  Muitas promessas e pouco trampo tantas horas tantas bolas tantas viagens e quantas fugas que acabam sempre em prisão…                     São Paulo – BRASIL  /7/2  7       LETRAS LIVRES – Disseminando cultura                                                                                               2 Atire palavras em mim  Penso em tudo que vivemos e vejo que tudo me cansou estive sempre do seu lado mesmo não estando do lado seu amor e você não esteve comigo não  Vamos falar francamente sobre nós e sobre coisas que não rolou atire palavras em mim  Diga algo antes que eu desapareça é sempre melhor ouvir do que adivinhar fale grite ou entre em erupção vai mas não me deixe sumir da sua vida assim  Vamos falar francamente sobre nós e sobre coisas que não rolou atire palavras em mim  Procuro você em todos os braços tento saber se finalmente encontrei no silêncio de uns olhares procuro acreditar que acertei e não errei  Vamos falar francamente sobre nós e sobre coisas que não rolou atire palavras em mim  Continuarei caminhando não sei onde vou parar quem sabe no meio da estrada vou te encontrar em outro olhar e não te largarei jamais  Vamos falar francamente sobre nós e sobre coisas que não rolou atire palavras em mim    São Paulo – BRASIL  /7/2  7 LETRAS LIVRES – Disseminando cultura                                                                                               3 Cama de espinhos (para meu amigo Enzo)  Por onde ando já não encontro mais você, baby onde passo não consigo mais perceber seus sinais em uma noite fria de tempestade você se foi resolveu trilhar outros caminhos e me deixou aqui neste quarto frio… deitado em minha cama de espinhos  Volte logo para mim mude o enredo desta cena volte logo pois estarei aqui esperando seus beijos de fada para me salvar deste temporal  Tantas e tantas vezes cheguei a pensar sou mesmo um estúpido e sem coração Você me alertou e eu fingi não entender Agora vago por aí a procura de um sinal que me leve a encontrar pistas sobre nós Volte logo para mim mude o enredo desta cena volte logo pois estarei aqui esperando seus beijos de fada para me salvar deste temporal  Vou ficar procurando por você nos vales e por todo campo no mundo inteiro não descansarei enquanto não tocar em você enquanto não sentir de novo seu perfume e enquanto isso continuo…  deitado em minha cama de espinhos…          São Paulo – BRASIL  /7/2  7 LETRAS LIVRES – Disseminando cultura                                                                                               4 Turbilhão  Pra que se preocupar com o amanhã se o mundo acaba hoje? se desespera diz que não é fácil escolher o seu caminho Tudo é complicado parece não haver mais solução se preocupa tanto e não confia em seu próprio coração  Chora Chora E acha que o mundo não foi feito pra você Chora Chora E diz que está confusa procurando se entender  Teu sorriso ilumina meu caminho você é tão especial mais bonita que mil garotas só você não vê e… Chora Chora E acha que o mundo não foi feito pra você Chora Chora  E diz que está confusa procurando se entender (2x) E o mundo não acabou Então caminhe e comece a viver…          São Paulo – BRASIL  /7/2  7 LETRAS LIVRES – Disseminando cultura                                                                                               5 Querer demais  Eu fui atrás dos seus sonhos pensando que eles iam me esperar Coloquei meu casaco e saí pela madrugada seguindo os passos seus imaginando que seus objetivos ainda batiam com os meus  Querer prazer e não sofrer não é querer demais  Às vezes não sei o que dizer e tenho medo de falar tenho tantos planos e idéias só falta você topar  Querer prazer e não sofrer não é querer demais                        São Paulo – BRASIL  /7/2  7   LETRAS LIVRES – Disseminando cultura                                                                                                Do meu jeito  Não me dê ordens não me diga o que fazer eu sou independente diferente de você  Não tente me ensinar o que eu tenho que saber você é tão esperto e eu tenho tanta conta pra pagar por isso então não venha me cobrar  Tenho tantos planos e você não sabe quanto eu tento acertar sempre fui tão sozinho por isso não coloque faróis no meu caminho  (refrão) Publique suas descobertas inaugure um outdoor fale sempre mais só que tem que ser do meu jeito e eu já sei como se faz                 São Paulo – BRASIL  /7/2  7 LETRAS LIVRES – Disseminando cultura                                                                                               7 Fogo frio  Ela adora tudo isso dança bebe e dorme tarde é popular seu nome é comentado por toda a cidade não fica em casa pois é muito chato pra ela tudo é lento um verdadeiro saco  E a noite vai sair só pensando em diversão seu corpo expira tentação um beijo uma dança ou algo mais tanto faz tudo é sempre igual  Sexo casual já não lhe satisfaz ela quer sempre mais em todos os braços procura um amor  Sai de casa e entra na vida boas doses de risada e muita bebida pessoas descoladas e bonitas no fundo são tão chatas e esquisitas só olham para dentro cuidam do próprio umbigo  E você quem diria? só procura proteção  Sexo casual já não lhe satisfaz ela quer sempre mais em todos os braços procura um amor  São Paulo – BRASIL  /7/2  7 Informações sobre o autor  Pedro Anizio Gomes (tuxped)  Técnico contábil e Instrutor de informática, 3 , casado, leonino, palmeirense:) Estudante de Biblioteconomia Ciências da Informação"
Deixar de lado," Já conforme Lucia Helena em A   marca   de   uma  aura   filosófica   e   da  vocação para o abismo   WEB (2  9), a ficção de Clarice é singular, pois fala   sobre   as   mazelas,   as   angústias,   o   nada,   o   fracasso   do   indivíduo,   o que foi deixado de lado pela filosofia tradicional Ainda segundo a autora, Lispector   utiliza se   do   fluxo   de   consciência   para   manifestar   os estados   pré lógicos   de   suas   personagens,   temperando   essa característica   com   um   sabor   machadiano   pelo   detalhe, ironicamente   bem   posto,   e   com   laivos   naturalistas   de   captação de   personagens   e   temas   a   gosto   de   um   Nelson   Rodrigues   ou Dalton Trevisan (HELENA, 2  9, p"
Deixar de lado," A  entrada  no  mosteiro  era  vista  como  um  acontecimento  tão  ou mais importante que o próprio sacramento do batismo Fazer se monge era deixar de lado a essência do mundo, era refutá la em nome de algo muito maior: o contato quase que direto com Deus O monge edificava se em um novo homem, chamado a tomar o seu lugar na Corte Celeste e ele só conseguiria o estado de graça necessário para tal processo na paz e na disciplina regular de um mosteiro"
Fechar a boca," – Paulo não o deixou terminar: O quê devo fazer Antony? – não fechou a boca, Antony tascou lhe um beijo na boca e rolaram no sofá"
Fechar a boca," É melhor eu  economizar  as  minhas  forças  Não  chamar  em  vão, abrindo e fechando a boca em minha gaiola de vidro, como os peixes vermelhos no aquário Resta  contar  as  horas  e  os  dias"
Fechar os olhos," Mas a esperança de que Paulo ia ser meu e a certeza de que era meu grande amor eram   agora   mais   nítidos   Jamais   esquecerei   os quinze anos de Amanda Jamais esquecerei aquela valsa Na volta o radio tocava “You needed me”, Seny fechou os olhos e sonhou ao som da melodia, enfim reverá seu amado príncipe Tão raros e puros os nobres sentimentos da borboleta que esta acabando de sair do casulo"
Fechar os olhos, 22: “O Sr Rolland fecha os olhos Recusa francamente em beber
Fechar os olhos," Às vezes ficava sem dormir, morrendo de medo de morrer, pensando na morte, no dia da minha morte Sabia que um dia fecharia os olhos para sempre e que as trevas engoliriam tudo Sei Desaparecerei e nunca mais acordarei, ou, pior, que acordarei vivo dentro de um caixão"
Lavar as mãos,"  Espere um pouco, Maurício    gritou Lucas   eu vou com você  Não esqueçam de dar descarga e lavar as mãos – gritou Mayra rindo Vamos dormir"
Tirar o chapéu," Certo dia, na mesa de um bar, passa D Morte encarnada numa morena de tirar o chapéu:  bumbum  empinado,  peitos  furando  o  sutiã,  cabelos  cor  de  graúna, rebolando num salto quinze, aí o velho não agüentou: Mata o velho "
Abrir os olhos," Roberta   e   Fabiana   que   fizeram   parte   da encenação da peça apresentada aproximam se da jovem visitante de olhos azuis Ao abrir os olhos, Seny percebe que todos estavam chorando também  Bem vinda Seny  Bem vinda ao coração de Deus  Bem vinda ao nosso meio"
Abrir os olhos, De dor 8 “Senti no impulso de abrir os olhos o temor de encontrar os dela” Bruna Lombardi Antes da travessia houvera o bom Deus ceder me uma vez só o prazer de despertar a teu lado
Abrir os olhos," Contudo, em Bacelar Viana a formação do médico direciona o paladar do poeta É que ele não abre os olhos nem estende os braços para as sacadas e telhados e azulejos e mirantes da cidade (en) cantada Em Bacelar Viana o humanista contempla, impotente, o desamor destrutivo  de  uma  miragem,  e  com  isto  submerge  na  nostalgia  de 84 estrofes que não cantam a arquitetura, porque a força antropológica lhe parece  mais  vibrante"
Abrir os olhos, Você deixou cair o livro Vera abriu os olhos e um mar moreno de ondas verdes invadiu seu ser Ela sorriu e decidiu fazer o jogo do rapaz
Abrir os olhos, Depois tudo foi caindo no sossego  os meus pulsos estavam desembaraçados  um grande calor me fervia o corpo  abri os olhos devagarinho
Entrar pela janela, Fui para o mirante e lá fiquei estático  A ventania entrava pela janela num turbilhão A chuva vinha de banda e molhava por todos os lados
Estar no sangue," 3 UM TREM DE SAUDADE Mamãe do meu coração, como outras coisas inexplicáveis, creio que a vida nômade, também o espírito do emigrante, tudo está no sangue Que pensamentos terão aqueles que deixam sua terra natal para partir? Que são homens de coragem, não há dúvida: decididos a sofrer várias dores"
Fechar as portas," Até   que   o   piloto   informou   que   a   neve   estava   com problemas e teriam que ir a outra nave, a maioria queria ir 437 salvar as pessoas do holocausto e saíram correndo para a outra   nave,   Radamés   enviou   no   mesmo   instante   uma mensagem   para   Radamon,   que   teriam   problemas   para saírem do planeta e precisariam de ajuda Logo que todos saíram da nave, Radamés fechou as portas   e   Amanda   e   Aurora   foram   à   cabine,   Radamés ficaria   um   pouco   no   solo   até   que   Radamon   desse   um retorno, da distância que estava de Triod  Chegarei em 3  minutos"
Ir longe," As mesmas incertezas   e   contraditoriamente    as   mesmas certezas  As certezas eu deduzo, me diga quais são as incertezas?  Se nos veremos de novo, ação eu vá para o exterior Realmente é cedo pra ir longe ao que sentimos?Amanha não será tarde? E se não nos contermos   agora,   poderemos   realmente   nos arrepender amanha?  Céus  Estou falando com Seny ou com a cópia fiel de Jéssica?  hum    A,   querida,   a   própria   historia   já   é   sua resposta,   olha   o   sofrimento   que   a   imaturidade deles trouxe á você, e não quero fazê la sentir se rejeitada   ou   excluída,   mas   você   sabe   que   tem problemas sérios de saúde física e emocional"
Ir longe," O Leão aproximou se para ver o pé, no que o Cavalo o levantou e acertou lhe o queixo, fazendo com que tonteasse Quando deu por si o Leão, viu que o Cavalo já ia longe  ______________________________ ______________________________ ________________ 37 ______________________________ ______________________________ ________________ 38   As Fábulas de Esopo   Joseph Shafan O Cavalo e o Asno As Árvores e o Machado Um Cavalo, com os arreios enfeitados de seda e ouro de muito preço, seguia por um caminho levando seu dono, quando encontrou um Asno carregado, pelo que, com muita soberba disse:   Animal inconveniente  porque não me dás lugar e te desvias para que eu passe? O pobre Asno, calou se e suportou a ofensa"
Ir longe," – Bruno respondeu lhe que sua felicidade não a deixaria longe de si e completou: Começamos juntos e a morte é o nosso divórcio Às   2    h,   os   convidados   começaram   chegar"
Ir longe," Depois   que   terminava   o   solo   arenoso   do   deserto começava   uma   faixa   de   pedregulhos   baixos   e   logo   a seguir uma rala vegetação, que ia escondendo devagar o deserto,   e   não   muito   longe,   já   não   existia   mais   areia somente ervas e pequenas árvores, e um vasto gramado que se estendia até a primeira morada da montanha A casinha era feita quase toda de pedras, muito linda e bem conservada com um pequeno jardim a sua frente e atrás,   não   muito   longe   onde   começava   a   subida   da montanha,   escorria   um   pequeno   rio   da   encosta   da montanha, serpenteando a floresta ia longe acompanhado a relva que se tornava alta onde se escondia os animais grandes que habitavam a floresta Também havia um belo pomar, depois do jardim que cercava a parte de trás da casa, muito bem cuidado por mãos habilidosas"
Ir longe," O que poderia estar querendo com uma secretária pobre da periferia de São Paulo? Ele dizia que também nascera na periferia e que com muita luta concluíra os estudos Sabia que ela iria longe também Tanto falou, tanto fez que acabou convencendo a a irem a um motel"
Ir longe," E eu falei: – Eu pego você Aí  quando  foi  mais  pra  frente  eu  apertei  o,  a  /  chincha  /  no  cavalo, montei ele e quando saí assim no largo assim, né, eu avistei ele que ia indo longe Aí peguei e montei em cima dele e falei: – Agora eu pego ele"
Ir longe, Alberte Momán a sede menciona me nos sonhos alimentando me do teu suor sulcando as ribeiras dos oceanos do teu corpo com a embarcação nua deste esqueleto que me leva já os soluços me empurram para a costa Alberte Momán Erótica 45 recortemos um beijo do passado para pô lo ao remolho dos novos tempos ali onde possamos portar o recordo também das épocas que deveríamos ter vivido longe e a um tempo assumindo nos como única presença eterna 4  Erótica Alberte Momán podes colher de mim tudo quanto precisares alimento me só de saudade um corpo que deixou de tremer por mim suar por mim em todas as superfícies a dor que causa é só comparável ao prazer que foi quem de gerar Alberte Momán
Morder a isca," Disse  a  frase  propositadamente  em  tom  de  lamúria,  de  quem  pede ajuda O peixe mordeu a isca –  Coitada  da  minha  terra,  miudinha  assim  como  é,  Ilha  com  começo  e fim,  ruazinhas  estreitas  e  sebentas,  vizinhança  que  se  conhece,  ninguém  tem como se perder por aí"
Morder a isca," Ele não é doido para queimar dinheiro, apenas vou lhe dizer que para mim esse caso chegou ao fim – estratégia para convencê la 3  O senhor pode dizer me o nome do contratante? –mordeu a isca Não  É  sigilo   profissional,   posso se  a senhora  desejar,  chegar   às   suas   mãos, material fotográfico e de mídia editados das ações e flagrantes extraconjugais do seu marido"
Passar a mão,"  Claro, mas agora deixe pra mais tarde  Já que você quer passar a mão sobre as travessuras  dela   como   fazia   no   internato,  então fique   com   essa   benção,   enquanto   vou   buscar Márcia no escritório    Ótimo   Will,   assim   você   esfria   cuca   e   eu posso tornar aos seis anos desta princesa rebelde que   acaba   de   levar   umas   palmadas   de   um   pai muito bravo"
Passar a mão," Radamés fez um sinal, Amanda viera a ter com ele Os soldados caídos no chão estavam inconscientes, Radamés   pediu   a   Amanda   que   os   curasse,   Amanda   só passou a mão na cabeça deles e foram se levantando sem nenhuma dor no corpo  Então Kion deseja que minha curandeira cure a ti também, pergunta Radamés"
Passar a mão,"  No  discurso  elucidativo  do  contador acerca da construção metonímica caracterizadora do nome da Personagem, há ressonância, por exemplo, do discurso judaico cristão: É Mãozão porque ninguém pode com ele, né Quer dizer que se ele passa a mão numa ::, numa criança, num homem, já foi ["
Pôr na cabeça," 48 E  Mário  num  ponto  tinha  razão:  nenhum  dilúvio  iria  impedi lo  de  rever Gardênia Mas não conseguia por na cabeça sobre qual fato Mário se referia Decerto  acontecera  algo  que  o  amigo  não  queria  antecipar,  já  que  Aníbal  iria saber diretamente"
Quebrar o gelo, Ouço  alguém  quebrar  gelo  numa  vasilha  Um  outro chora e pede um espeto para quebrar o gelo Toma empres tada a voz de meu filho mais velho ao chorar
Vestir a camisa," Então, Antony sugeriu lhe que ela o coadjuvasse e assim o problema foi solucionado sem a necessidade dele usar outros meios não profissionais Paulo era só alegria, tinha adquirido novas feições, novo ânimo, se já vestia a camisa da empresa, com a promoção, redobrou os cuidados, até Marie congratulou se com   Antony   pela   indicação,   dizendo lhe   que   Paulo   tinha   tido   uma   mudança   radical, 3 inclusive com ela e a criança Estava mais carinhoso e mais família e menos estressado depois da promoção"
Virar pó," Berlioz foi mais existencial, luminosidade da Terra, a Gente, Réquiem de todos nós, o ser humano estelar: somos  Amigos, público, bebidas, cantigas espirituosas e som Num crescendo, mutante, cometendo erros, suicídios, convivendo com santidades, a lágrima inexplicável, a dor inexistente, o sonho vindo do ponto de Deus, a visão sem olhos, o Dom da gravação, som, imagem, palavra, aquilo que não vira pó E a loucura de transformar tudo em pó"
Virar pó," Muito pior ainda: Correr o itinerário do álcool ao fogo dos infernos  Sobreviver na pior  Cortar os pulsos, cair em silêncio  2 4 Os arredores  do  Outeiro 22 I Quando no Outeiro da Cruz a terra virou pólvora E o sangue dessas raças se transformou em adubo As garruchas e as espadas estraçalharam as almas E os cadáveres se amontoaram em nome de Deus Os índios e franceses e portugueses e brasílicos, Entregaram se a uma guerra de corpos extenuados, Vencidos, lacerados, infelizes, deram se as mãos, Quando no Outeiro da Cruz a terra virou pólvora"
Virar pó,"    Radamés,   mesmo   que   ela  tenha   o  poder  de   cura não vai conseguir sair dali 2 2     Se   ela   ameaçar   de   voar,   eles   enchem   ela   de buracos, se aqueles carros de guerra resolver disparar, ela vai virar pó    Se   não   me   engano   ela   é   sua   protegida,   dizia Alexandre"
